asin,title,author,narrator,runtime_minutes,runtime_hours,price_usd,star_rating,review_count,value_score,cost_per_hour_usd,credit_worth_ratio,worth_using_credit,categories,cover_image_url,detail_page_url
FINAL_0000,The Expanse: Leviathan Wakes,James S.A. Corey,,660,11.00,17.97,3.9,2658,2.39,1.63,1.20,Yes,Science Fiction | Space Opera | Fiction,,
179976172X,Twenty Thousand Leagues Under the Sea (AmazonClassics Edition),"Jules Verne, Lewis Page Mercier - translator",James Langton,702,11.70,22.12,4.5,3,2.38,1.89,1.48,Yes,Fiction | Classic | Science Fiction,https://m.media-amazon.com/images/I/41lvidNhnhL._SL500_.jpg,https://www.amazon.com/dp/179976172X
B002V8H28C,Fooled by Randomness,Nassim Nicholas Taleb,Sean Pratt,603,10.05,19.07,4.5,282,2.37,1.90,1.28,Yes,Non-Fiction | Economics | Business,https://m.media-amazon.com/images/I/51FHLHfTCBL._SL500_.jpg,https://www.amazon.com/dp/B002V8H28C
B019NNU7XE,The Dark Tower I: The Gunslinger,Stephen King,George Guidall,480,8.00,14.99,4.4,28500,2.35,1.87,1.00,Yes,Fantasy | Horror | Western | Fiction,https://m.media-amazon.com/images/I/41AoF-lTijL._SL500_.jpg,https://www.amazon.com/dp/B019NNU7XE
B002V1BVK4,Brave New World,Aldous Huxley,Michael York,480,8.00,14.99,4.4,31200,2.35,1.87,1.00,Yes,Classic | Dystopian | Science Fiction | Fiction,https://m.media-amazon.com/images/I/51PpzUbiLeL._SL500_.jpg,https://www.amazon.com/dp/B002V1BVK4
B005QR30H2,The Four Hour Workweek,Timothy Ferriss,Timothy Ferriss,480,8.00,14.99,4.4,24300,2.35,1.87,1.00,Yes,Self-Help | Business | Non-Fiction,https://m.media-amazon.com/images/I/41+sITHP29L._SL500_.jpg,https://www.amazon.com/dp/B005QR30H2
B0030MV7MU,The Happiness Project,Gretchen Rubin,Gretchen Rubin,615,10.25,17.55,4.0,348,2.34,1.71,1.17,Yes,Self-Help | Psychology | Memoir,https://m.media-amazon.com/images/I/51KykXsSy5L._SL500_.jpg,https://www.amazon.com/dp/B0030MV7MU
B005ZUI3OA,The Alloy of Law,Brandon Sanderson,Michael Kramer,648,10.80,20.93,4.5,1390,2.32,1.94,1.40,Yes,Fantasy | Epic Fantasy | Fiction,https://m.media-amazon.com/images/I/51VNzOolx+L._SL500_.jpg,https://www.amazon.com/dp/B005ZUI3OA
B01GGKQVFU,It Ends with Us,Colleen Hoover,Olivia Song,678,11.30,22.04,4.5,9459,2.31,1.95,1.47,Yes,Romance | Contemporary | Fiction,https://m.media-amazon.com/images/I/514AlIuBkKL._SL500_.jpg,https://www.amazon.com/dp/B01GGKQVFU
B0F71ZM8YL,Start With Why,Simon Sinek,Simon Sinek,420,7.00,13.99,4.6,21300,2.30,2.00,0.94,No,Business | Non-Fiction,https://m.media-amazon.com/images/I/41U8k2KOgFL._SL500_.jpg,https://www.amazon.com/dp/B0F71ZM8YL
B0FHF71C6Z,Meditations,Marcus Aurelius,Duncan Steen,390,6.50,12.99,4.6,18500,2.30,2.00,0.87,No,Philosophy | Non-Fiction,https://m.media-amazon.com/images/I/41kHfrjdUCL._SL500_.jpg,https://www.amazon.com/dp/B0FHF71C6Z
B002UZHP1U,His Dark Materials: The Subtle Knife (Book 2),Philip Pullman,"Philip Pullman, Full Cast",535,8.92,17.42,4.5,374,2.30,1.95,1.17,Yes,Young Adult | Fantasy | Fiction,https://m.media-amazon.com/images/I/518+4ft8E+L._SL500_.jpg,https://www.amazon.com/dp/B002UZHP1U
B07HMJSJG5,"Red, White & Royal Blue",Casey McQuiston,Ramon de Ocampo,735,12.25,24.39,4.5,1376,2.26,1.99,1.63,Yes,Romance | Humor | Fiction,https://m.media-amazon.com/images/I/51Su7WOGTzL._SL500_.jpg,https://www.amazon.com/dp/B07HMJSJG5
B002V5GOHA,Freakonomics,"Steven D. Levitt, Stephen J. Dubner",Stephen J. Dubner,471,7.85,16.00,4.5,453,2.21,2.04,1.07,Yes,Non-Fiction | Economics | Business,https://m.media-amazon.com/images/I/51CUvlxvifL._SL500_.jpg,https://www.amazon.com/dp/B002V5GOHA
0062888447,Everything Is F*cked: A Book About Hope,Mark Manson,Mark Manson,420,7.00,13.99,4.4,14100,2.20,2.00,0.94,No,Self-Help | Philosophy | Non-Fiction,https://m.media-amazon.com/images/I/41bCM4MVCsL._SL500_.jpg,https://www.amazon.com/dp/0062888447
B002V0GCE0,Predictably Irrational,Dan Ariely,Simon Jones,442,7.37,15.20,4.5,549,2.18,2.06,1.02,Yes,Self-Help | Psychology | Business,https://m.media-amazon.com/images/I/51zvOkieKjL._SL500_.jpg,https://www.amazon.com/dp/B002V0GCE0
B00QXW5GYY,The Girl on the Train,Paula Hawkins,"Clare Corbett, Louise Brealey, India Fisher",658,10.97,22.81,4.5,9087,2.16,2.08,1.53,Yes,Mystery | Thriller | Fiction,https://m.media-amazon.com/images/I/51sKhh+VEML._SL500_.jpg,https://www.amazon.com/dp/B00QXW5GYY
B0F3432DNS,The Catcher in the Rye,J.D. Salinger,Ray Hagen,420,7.00,13.99,4.3,38400,2.15,2.00,0.94,No,Literary Fiction | Classic | Fiction,https://m.media-amazon.com/images/I/31JG3OPmTlL._SL500_.jpg,https://www.amazon.com/dp/B0F3432DNS
B0FK6XSCNM,Warbreaker: Tenth Anniversary Edition (1 of 2) [Dramatized Adaptation],Brandon Sanderson,"Full Cast, Danny Montooth, Christopher Tester, Colleen Delany, Danny Gavigan, David Ault, Deepa Samuel, Donald Guzzi, Eric Messner, Kymberley Cochrane, Marlon Dance-Hooi, Scott McCormick",628,10.47,19.46,4.0,2,2.15,1.86,1.30,Yes,Fantasy | Epic Fantasy | Fiction,https://m.media-amazon.com/images/I/51cW-70PhFL._SL500_.jpg,https://www.amazon.com/dp/B0FK6XSCNM
B01LWUJKQ7,Norse Mythology,Neil Gaiman,Neil Gaiman,390,6.50,13.99,4.6,23800,2.14,2.15,0.94,No,Mythology | Fantasy | Non-Fiction,https://m.media-amazon.com/images/I/61D9CcNEoVL._SL500_.jpg,https://www.amazon.com/dp/B01LWUJKQ7
B07SJH4SXZ,The Secret Garden,Frances Hodgson Burnett,Carrie Hope Fletcher,458,7.63,17.87,5.0,1184,2.14,2.34,1.20,Yes,Fiction | Classic | Young Adult,https://m.media-amazon.com/images/I/61oX8-rVL8L._SL500_.jpg,https://www.amazon.com/dp/B07SJH4SXZ
B07Q769RZS,Verity,Colleen Hoover,"Vanessa Johansson, Amy Landon",490,8.17,17.22,4.5,15391,2.13,2.11,1.15,Yes,Romance | Thriller | Fiction,https://m.media-amazon.com/images/I/41xU31AS-BL._SL500_.jpg,https://www.amazon.com/dp/B07Q769RZS
B00JLOJ04I,Bird Box,Josh Malerman,Cassandra Campbell,548,9.13,19.41,4.5,738,2.12,2.13,1.30,Yes,Horror | Apocalyptic | Fiction,https://m.media-amazon.com/images/I/514PjQiN21L._SL500_.jpg,https://www.amazon.com/dp/B00JLOJ04I
B002UZKX5K,Oryx and Crake,Margaret Atwood,Campbell Scott,630,10.50,23.04,4.5,479,2.05,2.19,1.54,Yes,Science Fiction | Dystopian | Fiction,https://m.media-amazon.com/images/I/51fav0IFu5L._SL500_.jpg,https://www.amazon.com/dp/B002UZKX5K
PENDING_0000,I Am Malala,Malala Yousafzai,,720,12.00,24.70,4.2,742,2.04,2.06,1.65,Yes,Biography | Memoir | History,,
B0D5RH8MTX,Revenge of the Tipping Point,Malcolm Gladwell,Malcolm Gladwell,505,8.42,18.74,4.5,791,2.02,2.23,1.25,Yes,Non-Fiction | Psychology | Business,https://m.media-amazon.com/images/I/41tzpa44XrL._SL500_.jpg,https://www.amazon.com/dp/B0D5RH8MTX
059334023X,The Midnight Library,Matt Haig,Carey Mulligan,530,8.83,19.65,4.5,6850,2.02,2.22,1.31,Yes,Literary Fiction | Contemporary | Fiction,https://m.media-amazon.com/images/I/419rQcegOyL._SL500_.jpg,https://www.amazon.com/dp/059334023X
B01NH0D987,The Left Hand of Darkness,Ursula K. Le Guin,George Guidall,579,9.65,19.37,4.0,387,1.99,2.01,1.30,Yes,Science Fiction | Classic | Fiction,https://m.media-amazon.com/images/I/41Y2-V4+aTL._SL500_.jpg,https://www.amazon.com/dp/B01NH0D987
197869167X,Rich Dad Poor Dad,Robert T. Kiyosaki,Tim Wheeler,336,5.60,12.99,4.6,31700,1.98,2.32,0.87,No,Self-Help | Business | Non-Fiction,https://m.media-amazon.com/images/I/51NuMV9SJ8L._SL500_.jpg,https://www.amazon.com/dp/197869167X
B002UZLF2U,Rendezvous with Rama,Arthur C. Clarke,"Peter Ganim, Robert J. Sawyer - introduction",544,9.07,20.65,4.5,850,1.98,2.28,1.38,Yes,Science Fiction | Classic | Fiction,https://m.media-amazon.com/images/I/51Vy93+z4UL._SL500_.jpg,https://www.amazon.com/dp/B002UZLF2U
B07LCV3R2F,The Color Purple,Alice Walker,Alice Walker,478,7.97,20.16,5.0,560,1.98,2.53,1.35,Yes,Literary Fiction | Historical Fiction | Fiction,https://m.media-amazon.com/images/I/51eI2s8oSxL._SL500_.jpg,https://www.amazon.com/dp/B07LCV3R2F
B002V08GGC,Shutter Island,Dennis Lehane,Tom Stechschulte,575,9.58,21.88,4.5,246,1.97,2.28,1.46,Yes,Mystery | Thriller | Fiction,https://m.media-amazon.com/images/I/41qtcYIf9VL._SL500_.jpg,https://www.amazon.com/dp/B002V08GGC
B002V8OCCQ,The Maze Runner,James Dashner,Mark Deakins,650,10.83,24.78,4.5,789,1.97,2.29,1.66,Yes,Young Adult | Dystopian | Fiction,https://m.media-amazon.com/images/I/61GZlFOqaPL._SL500_.jpg,https://www.amazon.com/dp/B002V8OCCQ
FINAL_0011,The Paradox of Choice,Barry Schwartz,,600,10.00,19.92,3.9,3460,1.96,1.99,1.33,Yes,Self-Help | Psychology | Science,,
B00IWZ6XGA,Essentialism,Greg McKeown,Greg McKeown,360,6.00,13.99,4.5,14600,1.93,2.33,0.94,No,Self-Help | Business | Non-Fiction,https://m.media-amazon.com/images/I/513RraOM6jL._SL500_.jpg,https://www.amazon.com/dp/B00IWZ6XGA
B0057HR4E6,Neuromancer,William Gibson,Robertson Dean,631,10.52,24.58,4.5,579,1.93,2.34,1.64,Yes,Science Fiction | Cyberpunk | Fiction,https://m.media-amazon.com/images/I/51vkqHfvAyL._SL500_.jpg,https://www.amazon.com/dp/B0057HR4E6
B01GQO98WE,The 5 Love Languages of Children,"Gary Chapman, Ross Campbell",Chris Fabry,348,5.80,15.01,5.0,309,1.93,2.59,1.00,Yes,Self-Help | Relationships | Psychology,https://m.media-amazon.com/images/I/61BncG7N3eL._SL500_.jpg,https://www.amazon.com/dp/B01GQO98WE
B0H7D6F54D,A Farewell to Arms,Ernest Hemingway,Museum Audiobooks Cast,553,9.22,20.03,4.2,2054,1.93,2.17,1.34,Yes,Fiction | Classic | Literary Fiction,https://m.media-amazon.com/images/I/51FdirHPCpL._SL500_.jpg,https://www.amazon.com/dp/B0H7D6F54D
B00A8K96MK,Shadow and Bone,Leigh Bardugo,Lauren Fortgang,561,9.35,22.24,4.5,733,1.89,2.38,1.49,Yes,Fantasy | Young Adult | Fiction,https://m.media-amazon.com/images/I/514TYfBlfqS._SL500_.jpg,https://www.amazon.com/dp/B00A8K96MK
B002V8HIQ8,The Sun Also Rises,"Ernest Hemingway, Colm Toibin - introduction",William Hurt,466,7.77,16.64,4.0,489,1.87,2.14,1.11,Yes,Fiction | Classic | Literary Fiction,https://m.media-amazon.com/images/I/51rq8p+kLvL._SL500_.jpg,https://www.amazon.com/dp/B002V8HIQ8
0593214218,Beach Read,Emily Henry,Julia Whelan,613,10.22,24.65,4.5,1254,1.87,2.41,1.65,Yes,Romance | Humor | Fiction,https://m.media-amazon.com/images/I/413+LofJZSL._SL500_.jpg,https://www.amazon.com/dp/0593214218
0063034336,Anxious People \ Gente ansiosa,Fredrik Backman,Alicia Lobo,589,9.82,23.70,4.5,16,1.86,2.41,1.59,Yes,Literary Fiction | Humor | Fiction,https://m.media-amazon.com/images/I/51VgWT-j3jL._SL500_.jpg,https://www.amazon.com/dp/0063034336
B0CYNPSBNG,Man's Search for Meaning,Viktor E. Frankl,Simon Vance,280,4.67,11.99,4.7,36800,1.83,2.57,0.80,No,Psychology | Philosophy | Non-Fiction,https://m.media-amazon.com/images/I/41sXcxx8g0L._SL500_.jpg,https://www.amazon.com/dp/B0CYNPSBNG
B00ENJ4J1K,Murder on the Orient Express,Agatha Christie,Dan Stevens,397,6.62,16.26,4.5,822,1.83,2.46,1.09,Yes,Mystery | Classic | Fiction,https://m.media-amazon.com/images/I/51Pi2FzGF0L._SL500_.jpg,https://www.amazon.com/dp/B00ENJ4J1K
B0GZ8KF891,Born a Crime,Trevor Noah,Trevor Noah,524,8.73,23.81,5.0,39,1.83,2.73,1.59,Yes,Biography | Memoir | Humor,https://m.media-amazon.com/images/I/51r3+VVKJlL._SL500_.jpg,https://www.amazon.com/dp/B0GZ8KF891
B002V8KNLK,Lord of the Flies,William Golding,William Golding,395,6.58,16.31,4.5,727,1.82,2.48,1.09,Yes,Dystopian | Classic | Fiction,https://m.media-amazon.com/images/I/417LqdMtTDL._SL500_.jpg,https://www.amazon.com/dp/B002V8KNLK
B0F9LMYQ7C,The Daily Stoic,"Ryan Holiday, Stephen Hanselman",Ryan Holiday,300,5.00,12.99,4.6,13200,1.77,2.60,0.87,No,Philosophy | Self-Help | Non-Fiction,https://m.media-amazon.com/images/I/41wla2wSRAL._SL500_.jpg,https://www.amazon.com/dp/B0F9LMYQ7C
1984843338,Normal People,Sally Rooney,Aoife McMahon,454,7.57,17.14,4.0,625,1.77,2.27,1.15,Yes,Romance | Contemporary | Fiction,https://m.media-amazon.com/images/I/51Qn5V0jGXL._SL500_.jpg,https://www.amazon.com/dp/1984843338
B00FQRCM9O,Frankenstein,Mary Shelley,Dan Stevens,515,8.58,21.94,4.5,1769,1.76,2.56,1.47,Yes,Classic | Horror | Science Fiction,https://m.media-amazon.com/images/I/5127OtHzHuL._SL500_.jpg,https://www.amazon.com/dp/B00FQRCM9O
B002V0PN36,The Power of Now,Eckhart Tolle,Eckhart Tolle,457,7.62,19.59,4.5,3716,1.75,2.57,1.31,Yes,Self-Help | Spirituality | Psychology,https://m.media-amazon.com/images/I/41PvuQY91TL._SL500_.jpg,https://www.amazon.com/dp/B002V0PN36
B002VA3CDO,A Wizard of Earthsea,Ursula K. Le Guin,Rob Inglis,437,7.28,18.72,4.5,437,1.75,2.57,1.25,Yes,Fantasy | Classic | Fiction,https://m.media-amazon.com/images/I/51dYUumvCdL._SL500_.jpg,https://www.amazon.com/dp/B002VA3CDO
B00CRKR77U,The Ocean at the End of the Lane,Neil Gaiman,Neil Gaiman,300,5.00,12.99,4.5,15600,1.73,2.60,0.87,No,Fantasy | Literary Fiction,https://m.media-amazon.com/images/I/51hHoC1-kXL._SL500_.jpg,https://www.amazon.com/dp/B00CRKR77U
B0F4TCT1GK,Fahrenheit 451,Ray Bradbury,Tim Robbins,300,5.00,12.99,4.5,28900,1.73,2.60,0.87,No,Classic | Dystopian | Science Fiction | Fiction,https://m.media-amazon.com/images/I/41RqVZbLa9L._SL500_.jpg,https://www.amazon.com/dp/B0F4TCT1GK
B01HFL1MWG,A Brief History of Time,Stephen Hawking,Michael York,300,5.00,12.99,4.5,16700,1.73,2.60,0.87,No,Science | Non-Fiction,https://m.media-amazon.com/images/I/513UmJY4jbL._SL500_.jpg,https://www.amazon.com/dp/B01HFL1MWG
B005LXV0HI,The Lean Startup,Eric Ries,Eric Ries,300,5.00,12.99,4.5,24800,1.73,2.60,0.87,No,Business | Non-Fiction,https://m.media-amazon.com/images/I/41jkBZCMt3L._SL500_.jpg,https://www.amazon.com/dp/B005LXV0HI
B01I28NFEE,The Subtle Art of Not Giving a F*ck,Mark Manson,Roger Wayne,300,5.00,12.99,4.5,47300,1.73,2.60,0.87,No,Self-Help | Non-Fiction,https://m.media-amazon.com/images/I/51MT0MbpD7L._SL500_.jpg,https://www.amazon.com/dp/B01I28NFEE
B0H5MFHW41,The Great Gatsby,F. Scott Fitzgerald,Jake Gyllenhaal,300,5.00,12.99,4.4,34500,1.69,2.60,0.87,No,Literary Fiction | Classic | Fiction,https://m.media-amazon.com/images/I/51qIn9m+qyL._SL500_.jpg,https://www.amazon.com/dp/B0H5MFHW41
B002V0QF9M,Into Thin Air,Jon Krakauer,Philip Franklin,548,9.13,24.32,4.5,716,1.69,2.66,1.63,Yes,Biography | Adventure | History,https://m.media-amazon.com/images/I/51Rqs7AbmcL._SL500_.jpg,https://www.amazon.com/dp/B002V0QF9M
B002UZJGYY,2001,Arthur C. Clarke,Dick Hill,402,6.70,18.41,4.5,523,1.64,2.75,1.23,Yes,Science Fiction | Classic | Fiction,https://m.media-amazon.com/images/I/41Sd-dVwqdL._SL500_.jpg,https://www.amazon.com/dp/B002UZJGYY
1524779261,Atomic Habits,James Clear,James Clear,312,5.20,14.99,4.7,89400,1.63,2.88,1.00,Yes,Self-Help | Business | Non-Fiction,https://m.media-amazon.com/images/I/513Y5o-DYtL._SL500_.jpg,https://www.amazon.com/dp/1524779261
0593216075,The Big Sleep,Raymond Chandler,Scott Brick,393,6.55,18.05,4.5,74,1.63,2.76,1.21,Yes,Mystery | Classic | Fiction,https://m.media-amazon.com/images/I/41rGUYXd3EL._SL500_.jpg,https://www.amazon.com/dp/0593216075
B09VQ572P3,The Fault in Our Stars,John Green,"Kate Rudd, John Green, Laura Grafton",431,7.18,20.02,4.5,102,1.61,2.79,1.34,Yes,Romance | Young Adult | Fiction,https://m.media-amazon.com/images/I/41x0pn4T3fL._SL500_.jpg,https://www.amazon.com/dp/B09VQ572P3
B0045KX2HY,The Haunting of Hill House,Shirley Jackson,Bernadette Dunne,447,7.45,18.62,4.0,850,1.60,2.50,1.25,Yes,Horror | Classic | Fiction,https://m.media-amazon.com/images/I/61CQ2JfLHDL._SL500_.jpg,https://www.amazon.com/dp/B0045KX2HY
177230882X,Outlier,Annabel Chase,Saskia Maarleveld,420,7.00,19.82,4.5,47,1.59,2.83,1.33,Yes,Non-Fiction | Psychology | Business,https://m.media-amazon.com/images/I/51MinjfWuCL._SL500_.jpg,https://www.amazon.com/dp/177230882X
B07DX9W2CG,Daring Greatly,Brené Brown,Brené Brown,390,6.50,20.40,5.0,1512,1.59,3.14,1.36,Yes,Self-Help | Psychology | Business,https://m.media-amazon.com/images/I/51Jh8M7YUjL._SL500_.jpg,https://www.amazon.com/dp/B07DX9W2CG
B0DMWP98D7,Angels & Demons,John R. Gilhooly,William Sarris,290,4.83,15.30,5.0,1,1.58,3.17,1.02,Yes,Mystery | Thriller | Fiction,https://m.media-amazon.com/images/I/51DFlqrytgL._SL500_.jpg,https://www.amazon.com/dp/B0DMWP98D7
B00I0AJC2Y,The Hard Thing About Hard Things,Ben Horowitz,Kevin Kenerly,477,7.95,23.04,4.5,766,1.55,2.90,1.54,Yes,Business | Technology | Self-Help,https://m.media-amazon.com/images/I/51rQd61RAdL._SL500_.jpg,https://www.amazon.com/dp/B00I0AJC2Y
B00E3U3IB6,Ender's Game Alive: The Full Cast Audioplay,Orson Scott Card,Full Cast Recording,444,7.40,22.03,4.5,1031,1.51,2.98,1.47,Yes,Science Fiction | Space Opera | Fiction,https://m.media-amazon.com/images/I/619lWsxOFvL._SL500_.jpg,https://www.amazon.com/dp/B00E3U3IB6
B00M27LBU2,Zero to One,"Peter Thiel, Blake Masters",Peter Thiel,240,4.00,11.99,4.5,19800,1.50,3.00,0.80,No,Business | Non-Fiction,https://m.media-amazon.com/images/I/41UpV7crlHL._SL500_.jpg,https://www.amazon.com/dp/B00M27LBU2
FINAL_0012,Sapiens,Yuval Noah Harari,,540,9.00,24.17,4.0,2351,1.49,2.69,1.62,Yes,Non-Fiction | History | Science,,
B0191YTGI2,When Breath Becomes Air,"Paul Kalanithi, Lucy Kalanithi, Abraham Verghese - introduction","Sunil Malhotra, Lucy Kalanithi",335,5.58,17.16,4.5,1829,1.46,3.07,1.15,Yes,Biography | Memoir | Science,https://m.media-amazon.com/images/I/319FRYaDFzL._SL500_.jpg,https://www.amazon.com/dp/B0191YTGI2
B004CZ6NJQ,Mrs. Dalloway,Virginia Woolf,Juliet Stevenson,425,7.08,19.40,4.0,112,1.46,2.74,1.30,Yes,Fiction | Classic | Literary Fiction,https://m.media-amazon.com/images/I/51EQNIkHjuL._SL500_.jpg,https://www.amazon.com/dp/B004CZ6NJQ
B002V1J8EU,SuperFreakonomics,"Steven D. Levitt, Stephen J. Dubner",Stephen J. Dubner,448,7.47,23.10,4.5,203,1.45,3.09,1.55,Yes,Non-Fiction | Economics | Business,https://m.media-amazon.com/images/I/51HzCPta9jL._SL500_.jpg,https://www.amazon.com/dp/B002V1J8EU
166612902X,The Shogun's Last Samurai Corps,Romulus Hillsborough,Eric Michael Summerer,444,7.40,20.97,4.0,1,1.41,2.83,1.40,Yes,Historical Fiction | Adventure | Fiction,https://m.media-amazon.com/images/I/51iMyrF9WAL._SL500_.jpg,https://www.amazon.com/dp/166612902X
B072MLGY5S,Treasure Island,"Robert Louis Stevenson, Marty Ross - adaptation","Philip Glenister, Daniel Mays, Catherine Tate, Owen Teale",383,6.38,20.77,4.5,2593,1.38,3.25,1.39,Yes,Fiction | Classic | Adventure,https://m.media-amazon.com/images/I/51CnOU9YOWL._SL500_.jpg,https://www.amazon.com/dp/B072MLGY5S
FINAL_0013,Homo Deus,Yuval Noah Harari,,480,8.00,24.47,4.2,1605,1.37,3.06,1.64,Yes,Non-Fiction | Future | Science,,
B0CNDFJQ7H,The Total Money Makeover,Dave Ramsey,Dave Ramsey,210,3.50,11.99,4.6,28400,1.34,3.43,0.80,No,Self-Help | Business | Non-Fiction,https://m.media-amazon.com/images/I/51Hhr6ipoYL._SL500_.jpg,https://www.amazon.com/dp/B0CNDFJQ7H
B015ELUYL4,Slaughterhouse-Five,Kurt Vonnegut,James Franco,313,5.22,17.74,4.5,1020,1.32,3.40,1.19,Yes,Science Fiction | Classic | Fiction,https://m.media-amazon.com/images/I/51AyV7rsScL._SL500_.jpg,https://www.amazon.com/dp/B015ELUYL4
B0GXXXHGHB,Ego Is the Enemy,Ryan Holiday,Ryan Holiday,336,5.60,19.36,4.5,859,1.30,3.46,1.29,Yes,Self-Help | Philosophy | Business,https://m.media-amazon.com/images/I/41jGk-+Tl0L._SL500_.jpg,https://www.amazon.com/dp/B0GXXXHGHB
B00CYKDYBQ,The Power of Vulnerability,Brene Brown,Brene Brown,180,3.00,10.99,4.7,14200,1.28,3.66,0.74,No,Self-Help | Psychology | Non-Fiction,https://m.media-amazon.com/images/I/51jK8rnRLrL._SL500_.jpg,https://www.amazon.com/dp/B00CYKDYBQ
B00ENI4SS0,And Then There Were None,Agatha Christie,Dan Stevens,361,6.02,21.50,4.5,1314,1.26,3.57,1.44,Yes,Mystery | Classic | Fiction,https://m.media-amazon.com/images/I/514E477GU1L._SL500_.jpg,https://www.amazon.com/dp/B00ENI4SS0
B0FP5TP5VK,Beloved,Francis Chan,Francis Chan,298,4.97,20.18,5.0,24,1.23,4.06,1.35,Yes,Literary Fiction | Historical Fiction | Fiction,https://m.media-amazon.com/images/I/31LyGc6xmwL._SL500_.jpg,https://www.amazon.com/dp/B0FP5TP5VK
B007MPI5BM,"I, Claudius",Robert Graves,"Derek Jacobi, Full Cast, Tom Goodman-Hill",347,5.78,22.95,4.5,24,1.13,3.97,1.54,Yes,Historical Fiction | Classic | Fiction,https://m.media-amazon.com/images/I/51DWEe8ahAL._SL500_.jpg,https://www.amazon.com/dp/B007MPI5BM
B0H9BVGVQK,"I Abandoned My Engagement Because My Sister is a Tragic Heroine, but Somehow I Became Entangled with a Righteous Prince, Vol. 3",Fuyutsuki Koki,Mirai,379,6.32,22.63,3.9,1406,1.09,3.58,1.51,Yes,Non-Fiction | Philosophy | Classic,https://m.media-amazon.com/images/I/51EvcLEGvJL._SL500_.jpg,https://www.amazon.com/dp/B0H9BVGVQK
B0BT54XTLW,The Obstacle Is the Way,Ryan Holiday,Ryan Holiday,278,4.63,19.84,4.5,229,1.05,4.28,1.33,Yes,Self-Help | Philosophy | Business,https://m.media-amazon.com/images/I/41EO0rCC2iL._SL500_.jpg,https://www.amazon.com/dp/B0BT54XTLW
B002V5GL3W,The Godfather's Revenge,Mark Winegardner,Joe Mantegna,369,6.15,20.69,3.5,2,1.04,3.36,1.38,Yes,Mystery | Thriller | Fiction,https://m.media-amazon.com/images/I/51jrRPrKpwL._SL500_.jpg,https://www.amazon.com/dp/B002V5GL3W
B0FBS2CPR7,Pride and Prejudice,"Jane Austen, Lulu Raczka","Marisa Abela, Harris Dickinson, Glenn Close, Marianne Jean-Baptiste, Bill Nighy, Sophie Wilde, Will Poulter, Jessie Buckley, Toheeb Jimoh, Patricia Allison, Bertie Carvel, Leah Harvey, David Gyasi, Rosalind Eleazar, full cast",274,4.57,22.20,5.0,1525,1.03,4.86,1.48,Yes,Classic | Romance | Fiction,https://m.media-amazon.com/images/I/518WZRzMndL._SL500_.jpg,https://www.amazon.com/dp/B0FBS2CPR7
B07Y5G8GHM,Around the World in 80 Days,"Jules Verne, Anna Lea - adaptation","Toby Jones, George Blagden, Don Gilet, Vineeta Rishi",254,4.23,21.33,5.0,307,0.99,5.04,1.43,Yes,Fiction | Classic | Adventure,https://m.media-amazon.com/images/I/51zDin4Z42L._SL500_.jpg,https://www.amazon.com/dp/B07Y5G8GHM
1984843265,Charlotte's Web,"E. B. White, Melissa Sweet - introduction","Meryl Streep, January LaVoy, Kirby Heyborne, MacLeod Andrews, Emily Rankin, Kimberly Farr, Mark Deakins, Lincoln Hoppe, Tavia Gilbert, Robin Miles, Cassandra Campbell, Danny Campbell, Full Cast",242,4.03,20.97,5.0,55,0.96,5.20,1.40,Yes,Fiction | Classic | Children,https://m.media-amazon.com/images/I/51pjdX-AduL._SL500_.jpg,https://www.amazon.com/dp/1984843265
B0036GRJZE,The Invisible Man,H. G. Wells,James Adams,319,5.32,22.09,4.0,119,0.96,4.15,1.48,Yes,Fiction | Classic | Science Fiction,https://m.media-amazon.com/images/I/41vORQPXSKL._SL500_.jpg,https://www.amazon.com/dp/B0036GRJZE
B002UUQUB6,The Giver,Lois Lowry,Ron Rifkin,287,4.78,23.05,4.5,1069,0.93,4.82,1.54,Yes,Young Adult | Dystopian | Classic,https://m.media-amazon.com/images/I/51BU9DLDmyL._SL500_.jpg,https://www.amazon.com/dp/B002UUQUB6
B004TNLOV8,Of Mice and Men,John Steinbeck,Gary Sinise,191,3.18,15.56,4.5,702,0.92,4.89,1.04,Yes,Fiction | Classic | Literary Fiction,https://m.media-amazon.com/images/I/51q+fvot+fL._SL500_.jpg,https://www.amazon.com/dp/B004TNLOV8
B0FWKH93HK,The ABC Murders,"Agatha Christie, Anna Lea - adaptation","Peter Dinklage, Himesh Patel, Sam Claflin, Joel Fry, Rahul Kohli, Lydia West, Ben Hardy",284,4.73,23.71,4.5,639,0.90,5.01,1.59,Yes,Mystery | Classic | Fiction,https://m.media-amazon.com/images/I/513X2oVHRYL._SL500_.jpg,https://www.amazon.com/dp/B0FWKH93HK
B002V8L9MW,The Alienist,Caleb Carr,Edward Herrmann,243,4.05,18.62,4.0,24,0.87,4.60,1.25,Yes,Historical Fiction | Mystery | Thriller,https://m.media-amazon.com/images/I/6165ZZahppL._SL500_.jpg,https://www.amazon.com/dp/B002V8L9MW
B002V0Q4LG,The Alchemist,Paulo Coelho,Jeremy Irons,240,4.00,21.13,4.5,6239,0.85,5.28,1.41,Yes,Literary Fiction | Philosophy | Fiction,https://m.media-amazon.com/images/I/510a46Y-G9L._SL500_.jpg,https://www.amazon.com/dp/B002V0Q4LG
